ID,Rodada,Data,Horário,Dia,Mandante,Visitante,Vencedor,Arena,Mandante Placar,Visitante Placar,Estado Mandante,Estado Visitante,Estado Vencedor,Período Ocorrido 
4470,34,2010-11-06,19h30,Sábado,Atlético-go,Internacional,-,Serra Dourada,2,2,GO,RS,-,noite
4471,34,2010-11-06,19h30,Sábado,Atlético-mg,Santos,-,Arena do Jacaré,2,2,MG,SP,-,noite
4472,34,2010-11-06,19h30,Sábado,Grêmio,Ceará,Grêmio,Olímpico Monumental,5,1,RS,CE,RS,noite
4473,34,2010-11-07,17h00,Domingo,Avaí,Botafogo-rj,-,Ressacada,0,0,SC,RJ,-,tarde
4474,34,2010-11-07,19h30,Domingo,Flamengo,Athlético-pr,Athlético-pr,Raulino de Oliveira,0,1,RJ,PR,PR,noite
4475,34,2010-11-07,17h00,Domingo,São paulo,Corinthians,Corinthians,Morumbi,0,2,SP,SP,SP,tarde
4476,34,2010-11-07,17h00,Domingo,Vitória,Cruzeiro,Cruzeiro,Barradão,0,1,ES,MG,MG,tarde
4477,34,2010-11-07,19h30,Domingo,Fluminense,Vasco,Fluminense,Engenhão,1,0,RJ,RJ,RJ,noite
4478,34,2010-11-07,17h00,Domingo,Grêmio prudente,Goiás,Grêmio prudente,Prudentão,4,1,SP,GO,SP,tarde
4479,34,2010-11-07,19h30,Domingo,Palmeiras,Guarani,Palmeiras,Arena Barueri,1,0,SP,SP,SP,noite
4480,35,2010-11-10,21h50,Quarta-feira,Ceará,Botafogo-rj,-,Castelão,2,2,CE,RJ,-,noite
4481,35,2010-11-13,19h30,Sábado,Santos,Grêmio,-,Vila Belmiro,0,0,SP,RS,-,noite
4482,35,2010-11-13,19h30,Sábado,Atlético-mg,Flamengo,Atlético-mg,Arena do Jacaré,4,1,MG,RJ,MG,noite
4483,35,2010-11-13,19h30,Sábado,Corinthians,Cruzeiro,Corinthians,Pacaembu,1,0,SP,MG,SP,noite
4484,35,2010-11-14,17h00,Domingo,Fluminense,Goiás,-,Engenhão,1,1,RJ,GO,-,tarde
4485,35,2010-11-14,17h00,Domingo,Vasco,São paulo,-,São Januário,1,1,RJ,SP,-,tarde
4486,35,2010-11-14,17h00,Domingo,Guarani,Vitória,-,Brinco de Ouro,1,1,SP,ES,-,tarde
4487,35,2010-11-14,17h00,Domingo,Atlético-go,Palmeiras,Atlético-go,Serra Dourada,3,0,GO,SP,GO,tarde
4488,35,2010-11-14,19h30,Domingo,Athlético-pr,Grêmio prudente,Athlético-pr,Arena da Baixada,2,1,PR,SP,PR,noite
4489,35,2010-11-14,17h00,Domingo,Internacional,Avaí,Avaí,Beira Rio,2,3,RS,SC,SC,tarde
4490,36,2010-11-20,19h30,Sábado,Grêmio prudente,Ceará,-,Prudentão,1,1,SP,CE,-,noite
4491,36,2010-11-20,19h30,Sábado,Flamengo,Guarani,Flamengo,Engenhão,2,1,RJ,SP,RJ,noite
4492,36,2010-11-20,19h30,Sábado,Grêmio,Athlético-pr,Grêmio,Olímpico Monumental,3,1,RS,PR,RS,noite
4493,36,2010-11-21,17h00,Domingo,Vitória,Corinthians,-,Barradão,1,1,ES,SP,-,tarde
4494,36,2010-11-21,17h00,Domingo,Palmeiras,Atlético-mg,Atlético-mg,Fonte Luminosa,0,2,SP,MG,MG,tarde
4495,36,2010-11-21,19h30,Domingo,Avaí,Atlético-go,Avaí,Ressacada,3,0,SC,GO,SC,noite
4496,36,2010-11-21,19h30,Domingo,Cruzeiro,Vasco,Cruzeiro,Arena do Jacaré,3,1,MG,RJ,MG,noite
4497,36,2010-11-21,17h00,Domingo,São paulo,Fluminense,Fluminense,Arena Barueri,1,4,SP,RJ,RJ,tarde
4498,36,2010-11-21,17h00,Domingo,Botafogo-rj,Internacional,Internacional,Engenhão,1,2,RJ,RS,RS,tarde
4499,36,2010-11-21,19h30,Domingo,Goiás,Santos,Santos,Serra Dourada,1,4,GO,SP,SP,noite
4500,37,2010-11-28,17h00,Domingo,Ceará,Athlético-pr,-,Castelão,1,1,CE,PR,-,tarde
4501,37,2010-11-28,17h00,Domingo,Atlético-go,São paulo,-,Serra Dourada,1,1,GO,SP,-,tarde
4502,37,2010-11-28,17h00,Domingo,Internacional,Vitória,-,Beira Rio,1,1,RS,ES,-,tarde
4503,37,2010-11-28,17h00,Domingo,Atlético-mg,Goiás,Atlético-mg,Arena do Jacaré,3,1,MG,GO,MG,tarde
4504,37,2010-11-28,17h00,Domingo,Avaí,Santos,Avaí,Ressacada,3,2,SC,SP,SC,tarde
4505,37,2010-11-28,17h00,Domingo,Botafogo-rj,Grêmio prudente,Botafogo-rj,Engenhão,3,1,RJ,SP,RJ,tarde
4506,37,2010-11-28,17h00,Domingo,Corinthians,Vasco,Corinthians,Pacaembu,2,0,SP,RJ,SP,tarde
4507,37,2010-11-28,17h00,Domingo,Flamengo,Cruzeiro,Cruzeiro,Raulino de Oliveira,1,2,RJ,MG,MG,tarde
4508,37,2010-11-28,17h00,Domingo,Palmeiras,Fluminense,Fluminense,Arena Barueri,1,2,SP,RJ,RJ,tarde
4509,37,2010-11-28,17h00,Domingo,Guarani,Grêmio,Grêmio,Brinco de Ouro,0,3,SP,RS,RS,tarde
4510,38,2010-12-02,21h00,Quinta-feira,Grêmio prudente,Internacional,Internacional,Prudentão,0,3,SP,RS,RS,noite
4511,38,2010-12-05,17h00,Domingo,Vitória,Atlético-go,-,Barradão,0,0,ES,GO,-,tarde
4512,38,2010-12-05,17h00,Domingo,Goiás,Corinthians,-,Serra Dourada,1,1,GO,SP,-,tarde
4513,38,2010-12-05,17h00,Domingo,Santos,Flamengo,-,Vila Belmiro,0,0,SP,RJ,-,tarde
4514,38,2010-12-05,17h00,Domingo,Athlético-pr,Avaí,Athlético-pr,Arena da Baixada,1,0,PR,SC,PR,tarde
4515,38,2010-12-05,17h00,Domingo,Cruzeiro,Palmeiras,Cruzeiro,Arena do Jacaré,2,1,MG,SP,MG,tarde
4516,38,2010-12-05,17h00,Domingo,Fluminense,Guarani,Fluminense,Engenhão,1,0,RJ,SP,RJ,tarde
4517,38,2010-12-05,17h00,Domingo,Grêmio,Botafogo-rj,Grêmio,Olímpico Monumental,3,0,RS,RJ,RS,tarde
4518,38,2010-12-05,17h00,Domingo,São paulo,Atlético-mg,São paulo,Morumbi,4,0,SP,MG,SP,tarde
4519,38,2010-12-05,17h00,Domingo,Vasco,Ceará,Vasco,São Januário,2,0,RJ,CE,RJ,tarde
4520,1,2011-05-21,21h00,Sábado,Santos,Internacional,-,Vila Belmiro,1,1,SP,RS,-,noite
4521,1,2011-05-21,18h30,Sábado,Atlético-mg,Athlético-pr,Atlético-mg,Arena do Jacaré,3,0,MG,PR,MG,tarde
4522,1,2011-05-21,18h30,Sábado,Flamengo,Avaí,Flamengo,Cláudio Moacyr,4,0,RJ,SC,RJ,tarde
4523,1,2011-05-21,18h30,Sábado,Ceará,Vasco,Vasco,Presidente Vargas,1,3,CE,RJ,RJ,tarde
4524,1,2011-05-22,18h30,Domingo,América-mg,Bahia,América-mg,Arena do Jacaré,2,1,MG,BA,MG,tarde
4525,1,2011-05-22,16h00,Domingo,Coritiba,Atlético-go,Atlético-go,Couto Pereira,0,1,PR,GO,GO,tarde
4526,1,2011-05-22,16h00,Domingo,Grêmio,Corinthians,Corinthians,Olímpico Monumental,1,2,RS,SP,SP,tarde
4527,1,2011-05-22,16h00,Domingo,Figueirense,Cruzeiro,Figueirense,Orlando Scarpelli,1,0,SC,MG,SC,tarde
4528,1,2011-05-22,16h00,Domingo,Palmeiras,Botafogo-rj,Palmeiras,Teixeirão,1,0,SP,RJ,SP,tarde
4529,1,2011-05-22,18h30,Domingo,Fluminense,São paulo,São paulo,São Januário,0,2,RJ,SP,SP,tarde
4530,2,2011-05-28,18h30,Sábado,Avaí,Atlético-mg,Atlético-mg,Ressacada,1,3,SC,MG,MG,tarde
4531,2,2011-05-28,18h30,Sábado,Botafogo-rj,Santos,Botafogo-rj,Engenhão,1,0,RJ,SP,RJ,tarde
4532,2,2011-05-28,18h30,Sábado,Internacional,Ceará,Ceará,Beira Rio,0,1,RS,CE,CE,tarde
4533,2,2011-05-28,21h00,Sábado,São paulo,Figueirense,São paulo,Morumbi,1,0,SP,SC,SP,noite
4534,2,2011-05-29,16h00,Domingo,Bahia,Flamengo,-,Pituaçu,3,3,BA,RJ,-,tarde
4535,2,2011-05-29,16h00,Domingo,Cruzeiro,Palmeiras,-,Arena do Jacaré,1,1,MG,SP,-,tarde
4536,2,2011-05-29,16h00,Domingo,Corinthians,Coritiba,Corinthians,Fonte Luminosa,2,1,SP,PR,SP,tarde
4537,2,2011-05-29,18h30,Domingo,Atlético-go,Fluminense,Fluminense,Serra Dourada,0,1,GO,RJ,RJ,tarde
4538,2,2011-05-29,16h00,Domingo,Athlético-pr,Grêmio,Grêmio,Arena da Baixada,0,1,PR,RS,RS,tarde
4539,2,2011-05-29,18h30,Domingo,Vasco,América-mg,Vasco,São Januário,3,0,RJ,MG,RJ,tarde
4540,3,2011-06-04,18h30,Sábado,Ceará,Botafogo-rj,-,Presidente Vargas,2,2,CE,RJ,-,tarde
4541,3,2011-06-04,21h00,Sábado,Figueirense,Atlético-go,Figueirense,Orlando Scarpelli,2,0,SC,GO,SC,noite
4542,3,2011-06-04,18h30,Sábado,Fluminense,Cruzeiro,Fluminense,Engenhão,2,1,RJ,MG,RJ,tarde
4543,3,2011-06-04,18h30,Sábado,Palmeiras,Athlético-pr,Palmeiras,Canindé,1,0,SP,PR,SP,tarde
4544,3,2011-06-05,16h00,Domingo,Flamengo,Corinthians,-,Engenhão,1,1,RJ,SP,-,tarde
4545,3,2011-06-05,16h00,Domingo,Coritiba,Vasco,Coritiba,Couto Pereira,5,1,PR,RJ,PR,tarde
4546,3,2011-06-05,16h00,Domingo,Grêmio,Bahia,Grêmio,Olímpico Monumental,2,0,RS,BA,RS,tarde
4547,3,2011-06-05,18h30,Domingo,América-mg,Internacional,Internacional,Morenão,2,4,MG,RS,RS,tarde
4548,3,2011-06-05,18h30,Domingo,Santos,Avaí,Santos,Vila Belmiro,3,1,SP,SC,SP,tarde
4549,3,2011-06-08,21h50,Quarta-feira,Atlético-mg,São paulo,São paulo,Arena do Jacaré,0,1,MG,SP,SP,noite
4550,4,2011-06-11,18h30,Sábado,Avaí,América-mg,-,Ressacada,2,2,SC,MG,-,tarde
4551,4,2011-06-11,21h00,Sábado,Vasco,Figueirense,-,São Januário,1,1,RJ,SC,-,noite
4552,4,2011-06-11,18h30,Sábado,Cruzeiro,Santos,-,Arena do Jacaré,1,1,MG,SP,-,tarde
4553,4,2011-06-11,18h30,Sábado,São paulo,Grêmio,São paulo,Morumbi,3,1,SP,RS,SP,tarde
4554,4,2011-06-12,16h00,Domingo,Bahia,Atlético-mg,-,Pituaçu,1,1,BA,MG,-,tarde
4555,4,2011-06-12,18h30,Domingo,Athlético-pr,Flamengo,-,Arena da Baixada,1,1,PR,RJ,-,tarde
4556,4,2011-06-12,16h00,Domingo,Internacional,Palmeiras,-,Beira Rio,2,2,RS,SP,-,tarde
4557,4,2011-06-12,16h00,Domingo,Atlético-go,Ceará,Atlético-go,Serra Dourada,4,1,GO,CE,GO,tarde
4558,4,2011-06-12,18h30,Domingo,Botafogo-rj,Coritiba,Botafogo-rj,Engenhão,3,1,RJ,PR,RJ,tarde
4559,4,2011-06-12,16h00,Domingo,Corinthians,Fluminense,Corinthians,Pacaembu,2,0,SP,RJ,SP,tarde
4560,5,2011-06-18,21h00,Sábado,América-mg,Cruzeiro,-,Arena do Jacaré,1,1,MG,MG,-,noite
4561,5,2011-06-18,18h30,Sábado,Fluminense,Bahia,Bahia,Engenhão,0,1,RJ,BA,BA,tarde
4562,5,2011-06-19,18h30,Domingo,Atlético-mg,Atlético-go,-,Arena do Jacaré,2,2,MG,GO,-,tarde
4563,5,2011-06-19,16h00,Domingo,Flamengo,Botafogo-rj,-,Engenhão,0,0,RJ,RJ,-,tarde
4564,5,2011-06-19,16h00,Domingo,Coritiba,Internacional,-,Couto Pereira,1,1,PR,RS,-,tarde
4565,5,2011-06-19,16h00,Domingo,Grêmio,Vasco,-,Olímpico Monumental,1,1,RS,RJ,-,tarde
4566,5,2011-06-19,16h00,Domingo,Figueirense,Athlético-pr,Figueirense,Orlando Scarpelli,2,0,SC,PR,SC,tarde
4567,5,2011-06-19,16h00,Domingo,Palmeiras,Avaí,Palmeiras,Canindé,5,0,SP,SC,SP,tarde
4568,5,2011-06-19,16h00,Domingo,Ceará,São paulo,São paulo,Presidente Vargas,0,2,CE,SP,SP,tarde
4569,6,2011-06-25,18h30,Sábado,Athlético-pr,Bahia,Bahia,Arena da Baixada,0,2,PR,BA,BA,tarde
4570,6,2011-06-25,21h00,Sábado,Cruzeiro,Coritiba,Cruzeiro,Arena do Jacaré,2,1,MG,PR,MG,noite
4571,6,2011-06-25,18h30,Sábado,Flamengo,Atlético-mg,Flamengo,Engenhão,4,1,RJ,MG,RJ,tarde
4572,6,2011-06-26,16h00,Domingo,Botafogo-rj,Grêmio,Botafogo-rj,Engenhão,2,1,RJ,RS,RJ,tarde
4573,6,2011-06-26,16h00,Domingo,Ceará,Palmeiras,Ceará,Presidente Vargas,2,0,CE,SP,CE,tarde
4574,6,2011-06-26,16h00,Domingo,Corinthians,São paulo,Corinthians,Pacaembu,5,0,SP,SP,SP,tarde
4575,6,2011-06-26,16h00,Domingo,Avaí,Fluminense,Fluminense,Ressacada,0,1,SC,RJ,RJ,tarde
4576,6,2011-06-26,18h30,Domingo,Internacional,Figueirense,Internacional,Beira Rio,4,1,RS,SC,RS,tarde
4577,6,2011-06-26,18h30,Domingo,Atlético-go,Vasco,Vasco,Serra Dourada,0,1,GO,RJ,RJ,tarde
4578,7,2011-06-29,19h30,Quarta-feira,Grêmio,Avaí,-,Olímpico Monumental,2,2,RS,SC,-,noite
4579,7,2011-06-29,21h50,Quarta-feira,São paulo,Botafogo-rj,Botafogo-rj,Morumbi,0,2,SP,RJ,RJ,noite
4580,7,2011-06-29,21h50,Quarta-feira,Bahia,Corinthians,Corinthians,Pituaçu,0,1,BA,SP,SP,noite
4581,7,2011-06-29,19h30,Quarta-feira,Vasco,Cruzeiro,Cruzeiro,São Januário,0,3,RJ,MG,MG,noite
4582,7,2011-06-29,21h50,Quarta-feira,Figueirense,Santos,Figueirense,Orlando Scarpelli,2,1,SC,SP,SC,noite
4583,7,2011-06-29,19h30,Quarta-feira,América-mg,Flamengo,Flamengo,Arena do Jacaré,2,3,MG,RJ,RJ,noite
4584,7,2011-06-30,19h30,Quinta-feira,Coritiba,Ceará,Coritiba,Couto Pereira,3,1,PR,CE,PR,noite
4585,7,2011-06-30,21h00,Quinta-feira,Fluminense,Athlético-pr,Fluminense,Engenhão,3,1,RJ,PR,RJ,noite
4586,7,2011-06-30,21h00,Quinta-feira,Atlético-mg,Internacional,Internacional,Arena do Jacaré,0,4,MG,RS,RS,noite
4587,7,2011-06-30,19h30,Quinta-feira,Palmeiras,Atlético-go,Palmeiras,Canindé,2,0,SP,GO,SP,noite
4588,6,2011-07-02,18h30,Sábado,Santos,América-mg,Santos,Pacaembu,1,0,SP,MG,SP,tarde
4589,8,2011-07-06,19h30,Quarta-feira,Avaí,Bahia,-,Ressacada,2,2,SC,BA,-,noite
4590,8,2011-07-06,21h50,Quarta-feira,Ceará,Atlético-mg,Ceará,Presidente Vargas,3,0,CE,MG,CE,noite
4591,8,2011-07-06,21h50,Quarta-feira,Corinthians,Vasco,Corinthians,Pacaembu,2,1,SP,RJ,SP,noite
4592,8,2011-07-06,19h30,Quarta-feira,Cruzeiro,Grêmio,Cruzeiro,Arena do Jacaré,2,0,MG,RS,MG,noite
4593,8,2011-07-06,21h50,Quarta-feira,Flamengo,São paulo,Flamengo,Engenhão,1,0,RJ,SP,RJ,noite
4594,8,2011-07-06,19h30,Quarta-feira,Internacional,Athlético-pr,Internacional,Beira Rio,1,0,RS,PR,RS,noite
4595,8,2011-07-07,19h30,Quinta-feira,Botafogo-rj,Atlético-go,-,Engenhão,1,1,RJ,GO,-,noite
4596,8,2011-07-07,21h00,Quinta-feira,América-mg,Palmeiras,-,Arena do Jacaré,1,1,MG,SP,-,noite
4597,8,2011-07-07,19h30,Quinta-feira,Coritiba,Figueirense,Coritiba,Couto Pereira,3,0,PR,SC,PR,noite
4598,9,2011-07-09,21h00,Sábado,Athlético-pr,Avaí,-,Arena da Baixada,0,0,PR,SC,-,noite
4599,9,2011-07-09,18h30,Sábado,São paulo,Cruzeiro,São paulo,Morumbi,2,1,SP,MG,SP,tarde
4600,9,2011-07-09,18h30,Sábado,Vasco,Internacional,Vasco,São Januário,2,0,RJ,RS,RJ,tarde
4601,9,2011-07-10,16h00,Domingo,Bahia,Botafogo-rj,-,Pituaçu,1,1,BA,RJ,-,tarde
4602,9,2011-07-10,18h30,Domingo,Figueirense,Ceará,-,Orlando Scarpelli,1,1,SC,CE,-,tarde
4603,9,2011-07-10,18h30,Domingo,Atlético-mg,América-mg,Atlético-mg,Arena do Jacaré,2,0,MG,MG,MG,tarde
4604,9,2011-07-10,16h00,Domingo,Atlético-go,Corinthians,Corinthians,Serra Dourada,0,1,GO,SP,SP,tarde
4605,9,2011-07-10,16h00,Domingo,Fluminense,Flamengo,Flamengo,Engenhão,0,1,RJ,RJ,RJ,tarde
4606,9,2011-07-10,16h00,Domingo,Grêmio,Coritiba,Grêmio,Olímpico Monumental,2,0,RS,PR,RS,tarde
4607,9,2011-07-10,18h30,Domingo,Palmeiras,Santos,Palmeiras,Pacaembu,3,0,SP,SP,SP,tarde
4608,12,2011-07-14,21h00,Quinta-feira,Corinthians,Internacional,Corinthians,Pacaembu,1,0,SP,RS,SP,noite
4609,10,2011-07-16,18h30,Sábado,Atlético-go,Avaí,Avaí,Serra Dourada,0,1,GO,SC,SC,tarde
4610,10,2011-07-16,18h30,Sábado,Coritiba,Fluminense,Coritiba,Couto Pereira,3,1,PR,RJ,PR,tarde
4611,10,2011-07-16,21h00,Sábado,Santos,Atlético-mg,Santos,Vila Belmiro,2,1,SP,MG,SP,noite
4612,10,2011-07-16,18h30,Sábado,Vasco,Athlético-pr,Vasco,São Januário,2,1,RJ,PR,RJ,tarde
4613,10,2011-07-17,16h00,Domingo,Ceará,América-mg,Ceará,Presidente Vargas,4,0,CE,MG,CE,tarde
4614,10,2011-07-17,18h30,Domingo,Cruzeiro,Bahia,Cruzeiro,Arena do Jacaré,2,1,MG,BA,MG,tarde
4615,10,2011-07-17,18h30,Domingo,Internacional,São paulo,São paulo,Beira Rio,0,3,RS,SP,SP,tarde
4616,10,2011-07-20,21h50,Quarta-feira,Palmeiras,Flamengo,-,Pacaembu,0,0,SP,RJ,-,noite
4617,10,2011-07-20,21h50,Quarta-feira,Figueirense,Grêmio,-,Orlando Scarpelli,0,0,SC,RS,-,noite
4618,10,2011-07-20,21h50,Quarta-feira,Botafogo-rj,Corinthians,Corinthians,São Januário,0,2,RJ,SP,SP,noite
4619,11,2011-07-21,21h00,Quinta-feira,Avaí,Internacional,Internacional,Ressacada,1,3,SC,RS,RS,noite
4620,11,2011-07-23,18h30,Sábado,São paulo,Atlético-go,-,Morumbi,2,2,SP,GO,-,tarde
4621,11,2011-07-23,21h00,Sábado,Flamengo,Ceará,-,Cláudio Moacyr,1,1,RJ,CE,-,noite
4622,11,2011-07-23,18h30,Sábado,América-mg,Figueirense,-,Arena do Jacaré,0,0,MG,SC,-,tarde
4623,11,2011-07-23,18h30,Sábado,Athlético-pr,Botafogo-rj,Athlético-pr,Arena da Baixada,2,1,PR,RJ,PR,tarde
4624,11,2011-07-24,16h00,Domingo,Bahia,Coritiba,-,Pituaçu,0,0,BA,PR,-,tarde
4625,11,2011-07-24,16h00,Domingo,Corinthians,Cruzeiro,Cruzeiro,Pacaembu,0,1,SP,MG,MG,tarde
4626,11,2011-07-24,16h00,Domingo,Fluminense,Palmeiras,Fluminense,Raulino de Oliveira,1,0,RJ,SP,RJ,tarde
4627,11,2011-07-24,16h00,Domingo,Atlético-mg,Vasco,Vasco,Ipatingão,1,2,MG,RJ,RJ,tarde
4628,12,2011-07-27,19h30,Quarta-feira,Grêmio,América-mg,-,Olímpico Monumental,1,1,RS,MG,-,noite
4629,12,2011-07-27,19h30,Quarta-feira,Atlético-go,Cruzeiro,Atlético-go,Serra Dourada,2,0,GO,MG,GO,noite
4630,12,2011-07-27,19h30,Quarta-feira,Atlético-mg,Fluminense,Atlético-mg,Arena do Jacaré,1,0,MG,RJ,MG,noite
4631,12,2011-07-27,19h30,Quarta-feira,Botafogo-rj,Avaí,Botafogo-rj,Engenhão,2,1,RJ,SC,RJ,noite
4632,12,2011-07-27,21h50,Quarta-feira,Santos,Flamengo,Flamengo,Vila Belmiro,4,5,SP,RJ,RJ,noite
4633,12,2011-07-27,21h50,Quarta-feira,Figueirense,Palmeiras,Palmeiras,Orlando Scarpelli,0,1,SC,SP,SP,noite
4634,12,2011-07-27,21h30,Quarta-feira,Coritiba,São paulo,São paulo,Couto Pereira,3,4,PR,SP,SP,noite
4635,12,2011-07-28,19h30,Quinta-feira,Vasco,Bahia,-,São Januário,1,1,RJ,BA,-,noite
4636,12,2011-07-28,21h00,Quinta-feira,Ceará,Athlético-pr,Ceará,Presidente Vargas,2,1,CE,PR,CE,noite
4637,13,2011-07-30,18h30,Sábado,Cruzeiro,Botafogo-rj,Botafogo-rj,Arena do Jacaré,0,1,MG,RJ,RJ,tarde
4638,13,2011-07-30,18h30,Sábado,Flamengo,Grêmio,Flamengo,Engenhão,2,0,RJ,RS,RJ,tarde
4639,13,2011-07-30,21h00,Sábado,Palmeiras,Atlético-mg,Palmeiras,Canindé,3,2,SP,MG,SP,noite
4640,13,2011-07-31,16h00,Domingo,Internacional,Atlético-go,-,Beira Rio,0,0,RS,GO,-,tarde
4641,13,2011-07-31,18h30,Domingo,Athlético-pr,Santos,Athlético-pr,Arena da Baixada,3,2,PR,SP,PR,tarde
4642,13,2011-07-31,16h00,Domingo,Avaí,Corinthians,Avaí,Ressacada,3,2,SC,SP,SC,tarde
4643,13,2011-07-31,18h30,Domingo,Bahia,Figueirense,Bahia,Pituaçu,3,1,BA,SC,BA,tarde
4644,13,2011-07-31,18h30,Domingo,América-mg,Coritiba,Coritiba,Arena do Jacaré,1,3,MG,PR,PR,tarde
4645,13,2011-07-31,16h00,Domingo,Fluminense,Ceará,Fluminense,Engenhão,4,0,RJ,CE,RJ,tarde
4646,13,2011-07-31,16h00,Domingo,São paulo,Vasco,Vasco,Morumbi,0,2,SP,RJ,RJ,tarde
4647,14,2011-08-03,19h30,Quarta-feira,Grêmio,Atlético-mg,-,Olímpico Monumental,2,2,RS,MG,-,noite
4648,14,2011-08-03,21h50,Quarta-feira,Coritiba,Palmeiras,-,Couto Pereira,1,1,PR,SP,-,noite
4649,14,2011-08-03,19h30,Quarta-feira,Ceará,Avaí,Avaí,Presidente Vargas,0,3,CE,SC,SC,noite
4650,14,2011-08-03,19h30,Quarta-feira,Corinthians,América-mg,Corinthians,Pacaembu,2,1,SP,MG,SP,noite
4651,14,2011-08-03,19h30,Quarta-feira,Figueirense,Botafogo-rj,Figueirense,Orlando Scarpelli,2,0,SC,RJ,SC,noite
4652,14,2011-08-03,21h50,Quarta-feira,Cruzeiro,Flamengo,Flamengo,Arena do Jacaré,0,1,MG,RJ,RJ,noite
4653,14,2011-08-03,21h50,Quarta-feira,Vasco,Santos,Vasco,São Januário,2,0,RJ,SP,RJ,noite
4654,14,2011-08-04,21h00,Quinta-feira,Atlético-go,Athlético-pr,Athlético-pr,Serra Dourada,0,3,GO,PR,PR,noite
4655,14,2011-08-04,21h00,Quinta-feira,Fluminense,Internacional,Fluminense,Engenhão,2,0,RJ,RS,RJ,noite
4656,14,2011-08-04,21h00,Quinta-feira,São paulo,Bahia,São paulo,Morumbi,3,0,SP,BA,SP,noite
4657,15,2011-08-06,18h30,Sábado,Palmeiras,Grêmio,-,Canindé,0,0,SP,RS,-,tarde
4658,15,2011-08-06,21h00,Sábado,Atlético-mg,Figueirense,Figueirense,Ipatingão,1,2,MG,SC,SC,noite
4659,15,2011-08-06,18h30,Sábado,Flamengo,Coritiba,Flamengo,Engenhão,1,0,RJ,PR,RJ,tarde
4660,15,2011-08-07,16h00,Domingo,Athlético-pr,Corinthians,-,Arena da Baixada,1,1,PR,SP,-,tarde
4661,15,2011-08-07,16h00,Domingo,América-mg,Fluminense,América-mg,Arena do Jacaré,3,0,MG,RJ,MG,tarde
4662,15,2011-08-07,18h30,Domingo,Bahia,Atlético-go,Bahia,Pituaçu,2,1,BA,GO,BA,tarde
4663,15,2011-08-07,18h30,Domingo,Botafogo-rj,Vasco,Botafogo-rj,Engenhão,4,0,RJ,RJ,RJ,tarde
4664,15,2011-08-07,16h00,Domingo,Internacional,Cruzeiro,Internacional,Beira Rio,3,2,RS,MG,RS,tarde
4665,15,2011-08-07,16h00,Domingo,Santos,Ceará,Santos,Pacaembu,1,0,SP,CE,SP,tarde
4666,15,2011-08-07,18h30,Domingo,Avaí,São paulo,São paulo,Ressacada,1,2,SC,SP,SP,tarde
4667,5,2011-08-10,21h50,Quarta-feira,Santos,Corinthians,-,Vila Belmiro,0,0,SP,SP,-,noite
4668,16,2011-08-13,18h30,Sábado,São paulo,Athlético-pr,-,Morumbi,2,2,SP,PR,-,tarde
4669,16,2011-08-13,18h30,Sábado,Atlético-go,Santos,Atlético-go,Serra Dourada,2,0,GO,SP,GO,tarde
4670,16,2011-08-13,21h00,Sábado,Botafogo-rj,América-mg,Botafogo-rj,Engenhão,4,2,RJ,MG,RJ,noite
4671,16,2011-08-13,18h30,Sábado,Cruzeiro,Avaí,Cruzeiro,Parque do Sabiá,5,0,MG,SC,MG,tarde
4672,16,2011-08-14,16h00,Domingo,Corinthians,Ceará,-,Pacaembu,2,2,SP,CE,-,tarde
4673,16,2011-08-14,18h30,Domingo,Figueirense,Flamengo,-,Orlando Scarpelli,2,2,SC,RJ,-,tarde
4674,16,2011-08-14,18h30,Domingo,Bahia,Internacional,-,Pituaçu,1,1,BA,RS,-,tarde
4675,16,2011-08-14,16h00,Domingo,Coritiba,Atlético-mg,Coritiba,Couto Pereira,3,0,PR,MG,PR,tarde
4676,16,2011-08-14,18h30,Domingo,Grêmio,Fluminense,Grêmio,Olímpico Monumental,2,1,RS,RJ,RS,tarde
4677,16,2011-08-14,16h00,Domingo,Vasco,Palmeiras,Vasco,São Januário,1,0,RJ,SP,RJ,tarde
4678,17,2011-08-17,19h30,Quarta-feira,Athlético-pr,Cruzeiro,Athlético-pr,Arena da Baixada,2,1,PR,MG,PR,noite
4679,17,2011-08-17,19h30,Quarta-feira,Ceará,Grêmio,Ceará,Presidente Vargas,3,0,CE,RS,CE,noite
4680,17,2011-08-17,21h50,Quarta-feira,Atlético-mg,Corinthians,Corinthians,Ipatingão,2,3,MG,SP,SP,noite
4681,17,2011-08-17,21h50,Quarta-feira,Santos,Coritiba,Coritiba,Vila Belmiro,2,3,SP,PR,PR,noite
4682,17,2011-08-17,19h30,Quarta-feira,Fluminense,Figueirense,Fluminense,Engenhão,3,0,RJ,SC,RJ,noite
4683,17,2011-08-17,21h50,Quarta-feira,Internacional,Botafogo-rj,Internacional,Beira Rio,1,0,RS,RJ,RS,noite
4684,17,2011-08-17,19h30,Quarta-feira,Avaí,Vasco,Vasco,Ressacada,0,2,SC,RJ,RJ,noite
4685,17,2011-08-18,21h00,Quinta-feira,Palmeiras,Bahia,-,Canindé,1,1,SP,BA,-,noite
4686,17,2011-08-18,21h00,Quinta-feira,América-mg,São paulo,-,Arena do Jacaré,1,1,MG,SP,-,noite
4687,17,2011-08-18,21h00,Quinta-feira,Flamengo,Atlético-go,Atlético-go,Engenhão,1,4,RJ,GO,GO,noite
