ID,Rodada,Data,Horário,Dia,Mandante,Visitante,Vencedor,Arena,Mandante Placar,Visitante Placar,Estado Mandante,Estado Visitante,Estado Vencedor,Período Ocorrido
218,25,2000-10-18,20h30,Quarta-feira,Guarani,Grêmio,Guarani,Brinco de Ouro,3,2,SP,RS,SP,noite
219,25,2000-10-19,20h30,Quinta-feira,Atlético-mg,Coritiba,Atlético-mg,Mineirão,2,1,MG,PR,MG,noite
220,26,2000-10-21,15h45,Sábado,Goiás,Santos,Goiás,Serra Dourada,3,1,GO,SP,GO,tarde
221,26,2000-10-21,18h,Sábado,Internacional,Santa cruz,Internacional,Beira Rio,4,0,RS,PE,RS,tarde
222,26,2000-10-21,15h45,Sábado,Portuguesa,Flamengo,Portuguesa,Canindé,2,1,SP,RJ,SP,tarde
223,26,2000-10-21,18h,Sábado,Vasco,Gama,Vasco,São Januário,1,0,RJ,DF,RJ,tarde
224,26,2000-10-22,17h,Domingo,Sport,Botafogo-rj,-,Ilha do Retiro,2,2,PE,RJ,-,tarde
225,26,2000-10-22,17h,Domingo,Atlético-mg,Grêmio,-,Mineirão,2,2,MG,RS,-,tarde
226,26,2000-10-22,18h30,Domingo,São paulo,Guarani,-,Morumbi,2,2,SP,SP,-,tarde
227,26,2000-10-22,17h,Domingo,Coritiba,América-mg,Coritiba,Couto Pereira,3,2,PR,MG,PR,tarde
228,26,2000-10-22,18h30,Domingo,Corinthians,Fluminense,Fluminense,Pacaembu,1,3,SP,RJ,RJ,tarde
229,26,2000-10-22,17h,Domingo,Vitória,Juventude,Juventude,Barradão,0,1,ES,RS,RS,tarde
230,26,2000-10-22,18h30,Domingo,Ponte preta,Palmeiras,Ponte preta,Moisés Lucarelli,5,1,SP,SP,SP,tarde
231,27,2000-10-24,20h30,Terça-feira,Vasco,Goiás,Vasco,São Januário,2,1,RJ,GO,RJ,noite
232,27,2000-10-25,20h30,Quarta-feira,Gama,Atlético-mg,-,Mané Garrincha,0,0,DF,MG,-,noite
233,27,2000-10-25,20h30,Quarta-feira,Fluminense,Santa cruz,Fluminense,Maracanã,6,1,RJ,PE,RJ,noite
234,27,2000-10-25,22h,Quarta-feira,Grêmio,Botafogo-rj,Grêmio,Olímpico Monumental,2,1,RS,RJ,RS,noite
235,27,2000-10-25,20h30,Quarta-feira,Bahia,Ponte preta,Ponte preta,Fonte Nova,1,2,BA,SP,SP,noite
236,27,2000-10-25,22h,Quarta-feira,Sport,Corinthians,Sport,Ilha do Retiro,3,1,PE,SP,PE,noite
237,27,2000-10-27,21h40,Sexta-feira,Flamengo,Vasco,Flamengo,Maracanã,4,0,RJ,RJ,RJ,noite
238,28,2000-10-28,18h,Sábado,Santos,Bahia,Bahia,Vila Belmiro,0,1,SP,BA,BA,tarde
239,28,2000-10-28,18h,Sábado,Cruzeiro,Portuguesa,Cruzeiro,Mineirão,5,1,MG,SP,MG,tarde
240,28,2000-10-28,16h,Sábado,Grêmio,Gama,Grêmio,Olímpico Monumental,4,1,RS,DF,RS,tarde
241,28,2000-10-28,18h,Sábado,Sport,Internacional,Internacional,Ilha do Retiro,0,1,PE,RS,RS,tarde
242,28,2000-10-28,16h,Sábado,Santa cruz,Palmeiras,Palmeiras,Arruda,1,5,PE,SP,SP,tarde
243,28,2000-10-28,16h,Sábado,São paulo,Atlético-mg,São paulo,Morumbi,2,1,SP,MG,SP,tarde
244,28,2000-10-28,16h,Sábado,América-mg,Vitória,Vitória,Independência,2,3,MG,ES,ES,tarde
245,29,2000-11-01,21h40,Quarta-feira,Internacional,Corinthians,Internacional,Beira Rio,1,0,RS,SP,RS,noite
246,29,2000-11-02,16h,Quinta-feira,Guarani,Ponte preta,Guarani,Brinco de Ouro,2,1,SP,SP,SP,tarde
247,29,2000-11-03,20h30,Sexta-feira,Coritiba,Vasco,Vasco,Couto Pereira,0,1,PR,RJ,RJ,noite
248,30,2000-11-04,18h,Sábado,Goiás,Grêmio,-,Serra Dourada,2,2,GO,RS,-,tarde
249,30,2000-11-04,18h,Sábado,Atlético-mg,América-mg,América-mg,Mineirão,0,1,MG,MG,MG,tarde
250,30,2000-11-04,18h,Sábado,Athlético-pr,Vitória,Athlético-pr,Joaquim Américo,3,1,PR,ES,PR,tarde
251,30,2000-11-04,16h,Sábado,Bahia,Botafogo-rj,Bahia,Fonte Nova,2,0,BA,RJ,BA,tarde
252,30,2000-11-04,16h,Sábado,Cruzeiro,Corinthians,Cruzeiro,Mineirão,3,1,MG,SP,MG,tarde
253,30,2000-11-05,17h,Domingo,Fluminense,Flamengo,-,Maracanã,1,1,RJ,RJ,-,tarde
254,30,2000-11-05,17h,Domingo,Portuguesa,Palmeiras,-,Canindé,1,1,SP,SP,-,tarde
255,30,2000-11-05,17h,Domingo,Coritiba,Santos,Coritiba,Couto Pereira,2,1,PR,SP,PR,tarde
256,30,2000-11-05,16h,Domingo,Internacional,Vasco,Internacional,Beira Rio,2,0,RS,RJ,RS,tarde
257,30,2000-11-05,16h,Domingo,Juventude,São paulo,Juventude,Alfredo Jaconi,3,1,RS,SP,RS,tarde
258,30,2000-11-05,17h,Domingo,Santa cruz,Ponte preta,Ponte preta,Arruda,0,3,PE,SP,SP,tarde
259,31,2000-11-08,20h30,Quarta-feira,Athlético-pr,Goiás,-,Joaquim Américo,1,1,PR,GO,-,noite
260,31,2000-11-08,20h30,Quarta-feira,Bahia,América-mg,Bahia,Fonte Nova,2,1,BA,MG,BA,noite
261,31,2000-11-08,20h30,Quarta-feira,Ponte preta,Internacional,Ponte preta,Moisés Lucarelli,3,1,SP,RS,SP,noite
262,31,2000-11-08,21h40,Quarta-feira,Santos,Portuguesa,Santos,Vila Belmiro,2,0,SP,SP,SP,noite
263,31,2000-11-08,21h40,Quarta-feira,Sport,São paulo,Sport,Ilha do Retiro,4,3,PE,SP,PE,noite
264,31,2000-11-09,20h30,Quinta-feira,Vitória,Guarani,Guarani,Barradão,1,2,ES,SP,SP,noite
265,31,2000-11-09,20h30,Quinta-feira,Corinthians,Juventude,Juventude,Pacaembu,1,2,SP,RS,RS,noite
266,31,2000-11-10,20h30,Sexta-feira,Palmeiras,Vasco,Palmeiras,Pq. Antarctica,3,0,SP,RJ,SP,noite
267,32,2000-11-11,16h,Sábado,Goiás,Fluminense,-,Serra Dourada,3,3,GO,RJ,-,tarde
268,32,2000-11-11,18h,Sábado,Atlético-mg,Juventude,Atlético-mg,Mineirão,3,2,MG,RS,MG,tarde
269,32,2000-11-11,16h,Sábado,Coritiba,Portuguesa,Coritiba,Couto Pereira,3,1,PR,SP,PR,tarde
270,32,2000-11-11,18h,Sábado,Grêmio,Athlético-pr,Grêmio,Olímpico Monumental,3,0,RS,PR,RS,tarde
271,32,2000-11-11,16h,Sábado,Santos,Sport,Santos,Vila Belmiro,3,1,SP,PE,SP,tarde
272,32,2000-11-12,16h,Domingo,São paulo,Corinthians,-,Morumbi,0,0,SP,SP,-,tarde
273,32,2000-11-12,17h,Domingo,Cruzeiro,Ponte preta,-,Mineirão,2,2,MG,SP,-,tarde
274,32,2000-11-12,17h,Domingo,Vasco,Botafogo-rj,Botafogo-rj,Maracanã,1,2,RJ,RJ,RJ,tarde
275,32,2000-11-12,16h,Domingo,Gama,Guarani,Guarani,Bezerrão,1,2,DF,SP,SP,tarde
276,32,2000-11-12,16h,Domingo,Internacional,Flamengo,Internacional,Beira Rio,3,0,RS,RJ,RS,tarde
277,32,2000-11-12,16h,Domingo,Bahia,Palmeiras,Palmeiras,Fonte Nova,1,2,BA,SP,SP,tarde
278,33,2000-11-14,20h30,Terça-feira,Flamengo,Cruzeiro,Cruzeiro,Maracanã,1,2,RJ,MG,MG,noite
279,33,2000-11-15,20h30,Quarta-feira,Juventude,Bahia,-,Alfredo Jaconi,0,0,RS,BA,-,noite
280,33,2000-11-16,20h30,Quinta-feira,Athlético-pr,Internacional,Athlético-pr,Joaquim Américo,2,1,PR,RS,PR,noite
281,33,2000-11-16,21h40,Quinta-feira,Corinthians,Flamengo,Flamengo,Pacaembu,1,4,SP,RJ,RJ,noite
282,33,2000-11-16,20h30,Quinta-feira,Fluminense,Coritiba,Fluminense,Maracanã,2,0,RJ,PR,RJ,noite
283,33,2000-11-16,20h30,Quinta-feira,Goiás,Ponte preta,Goiás,Serra Dourada,3,0,GO,SP,GO,noite
284,33,2000-11-16,21h40,Quinta-feira,Guarani,Santos,Guarani,Brinco de Ouro,3,2,SP,SP,SP,noite
285,33,2000-11-16,20h30,Quinta-feira,Botafogo-rj,Santa cruz,Santa cruz,Caio Martins,1,2,RJ,PE,PE,noite
286,33,2000-11-16,20h30,Quinta-feira,Sport,América-mg,Sport,Ilha do Retiro,1,0,PE,MG,PE,noite
287,33,2000-11-16,20h30,Quinta-feira,Grêmio,Vasco,Vasco,Olímpico Monumental,0,1,RS,RJ,RJ,noite
288,33,2000-11-16,21h40,Quinta-feira,Vitória,Atlético-mg,Vitória,Barradão,2,0,ES,MG,ES,noite
289,34,2000-11-19,16h,Domingo,Coritiba,Cruzeiro,-,Couto Pereira,1,1,PR,MG,-,tarde
290,34,2000-11-19,16h,Domingo,América-mg,Corinthians,América-mg,Independência,2,1,MG,SP,MG,tarde
291,34,2000-11-19,16h,Domingo,Flamengo,Vitória,Flamengo,Maracanã,3,2,RJ,ES,RJ,tarde
292,34,2000-11-19,16h,Domingo,Ponte preta,Fluminense,Fluminense,Moisés Lucarelli,3,4,SP,RJ,RJ,tarde
293,34,2000-11-19,16h,Domingo,Bahia,Goiás,Goiás,Fonte Nova,0,1,BA,GO,GO,tarde
294,34,2000-11-19,16h,Domingo,Santa cruz,Grêmio,Grêmio,Arruda,0,3,PE,RS,RS,tarde
295,34,2000-11-19,16h,Domingo,Internacional,Juventude,Internacional,Beira Rio,2,1,RS,RS,RS,tarde
296,34,2000-11-19,16h,Domingo,Palmeiras,Guarani,Palmeiras,Pq. Antarctica,2,0,SP,SP,SP,tarde
297,34,2000-11-19,16h,Domingo,Portuguesa,Athlético-pr,Portuguesa,Canindé,2,1,SP,PR,SP,tarde
298,34,2000-11-19,16h,Domingo,Santos,Botafogo-rj,Santos,Vila Belmiro,4,1,SP,RJ,SP,tarde
299,34,2000-11-19,16h,Domingo,Vasco,São paulo,São paulo,São Januário,0,4,RJ,SP,SP,tarde
300,34,2000-11-19,16h,Domingo,Atlético-mg,Sport,Sport,Mineirão,0,6,MG,PE,PE,tarde
301,SEGUNDA FASE,2000-11-22,20h30,Quarta-feira,Internacional,Athlético-pr,-,Beira Rio,0,0,RS,PR,-,noite
302,SEGUNDA FASE,2000-11-22,20h30,Quarta-feira,Paraná,Goiás,-,Durival de Brito,1,1,PR,GO,-,noite
303,SEGUNDA FASE,2000-11-22,21h00,Quarta-feira,Remo,Sport,Sport,Mangueirão,1,2,PA,PE,PE,noite
304,SEGUNDA FASE,2000-11-23,20h30,Quinta-feira,São caetano,Fluminense,-,Anacleto Campanella,3,3,SP,RJ,-,noite
305,SEGUNDA FASE,2000-11-23,20h30,Quinta-feira,Malutrom,Cruzeiro,Cruzeiro,Durival de Brito,0,3,PR,MG,MG,noite
306,SEGUNDA FASE,2000-11-23,20h30,Quinta-feira,Grêmio,Ponte preta,Grêmio,Olímpico Monumental,1,0,RS,SP,RS,noite
307,SEGUNDA FASE,2000-11-25,16h00,Sábado,Palmeiras,São paulo,-,Pacaembu,1,1,SP,SP,-,tarde
308,SEGUNDA FASE,2000-11-25,16h00,Sábado,Bahia,Vasco,-,Fonte Nova,3,3,BA,RJ,-,tarde
309,SEGUNDA FASE,2000-11-25,,Sábado,Athlético-pr,Internacional,Internacional,Arena da Baixada,1,2,PR,RS,RS,
310,SEGUNDA FASE,2000-11-25,18h00,Sábado,Goiás,Paraná,Paraná,Serra Dourada,0,3,GO,PR,PR,tarde
311,SEGUNDA FASE,2000-11-26,17h00,Domingo,Cruzeiro,Malutrom,-,Mineirão,1,1,MG,PR,-,tarde
312,SEGUNDA FASE,2000-11-26,16h00,Domingo,Ponte preta,Grêmio,Ponte preta,Moisés Lucarelli,2,1,SP,RS,SP,tarde
313,SEGUNDA FASE,2000-11-26,16h00,Domingo,Fluminense,São caetano,São caetano,Maracanã,0,1,RJ,SP,SP,tarde
314,SEGUNDA FASE,2000-11-26,17h00,Domingo,Sport,Remo,Sport,Ilha do Retiro,1,0,PE,PA,PE,tarde
315,SEGUNDA FASE,2000-11-28,21h40,Terça-feira,Vasco,Bahia,Vasco,São Januário,3,2,RJ,BA,RJ,noite
316,QUARTAS DE FINAL,2000-11-29,20h30,Quarta-feira,Internacional,Cruzeiro,-,Beira Rio,1,1,RS,MG,-,noite
317,QUARTAS DE FINAL,2000-11-30,21h40,Quinta-feira,Grêmio,Sport,Grêmio,Olímpico Monumental,2,1,RS,PE,RS,noite
318,SEGUNDA FASE,2000-11-30,21h40,Quinta-feira,São paulo,Palmeiras,Palmeiras,Morumbi,1,2,SP,SP,SP,noite
319,QUARTAS DE FINAL,2000-12-02,16h00,Sábado,Cruzeiro,Internacional,Cruzeiro,Mineirão,3,2,MG,RS,MG,tarde
320,QUARTAS DE FINAL,2000-12-03,16h00,Domingo,Sport,Grêmio,-,Ilha do Retiro,1,1,PE,RS,-,tarde
321,QUARTAS DE FINAL,2000-12-03,16h00,Domingo,Palmeiras,São caetano,São caetano,Parque Antártica,3,4,SP,SP,SP,tarde
322,QUARTAS DE FINAL,2000-12-03,16h00,Domingo,Vasco,Paraná,Vasco,São Januário,3,1,RJ,PR,RJ,tarde
323,QUARTAS DE FINAL,2000-12-09,16h00,Sábado,São caetano,Palmeiras,-,Parque Antártica,2,2,SP,SP,-,tarde
324,QUARTAS DE FINAL,2000-12-09,16h00,Sábado,Paraná,Vasco,Paraná,Durival de Brito,1,0,PR,RJ,PR,tarde
325,SEMI FINAL,2000-12-14,20h30,Quinta-feira,São caetano,Grêmio,São caetano,Parque Antártica,3,2,SP,RS,SP,noite
326,SEMI FINAL,2000-12-16,16h00,Sábado,Vasco,Cruzeiro,-,São Januário,2,2,RJ,MG,-,tarde
327,SEMI FINAL,2000-12-17,16h00,Domingo,Grêmio,São caetano,São caetano,Olímpico Monumental,1,3,RS,SP,SP,tarde
328,SEMI FINAL,2000-12-23,16h00,Sábado,Cruzeiro,Vasco,Vasco,Mineirão,1,3,MG,RJ,RJ,tarde
329,FINAL,2000-12-27,21h40,Quarta-feira,São caetano,Vasco,-,Parque Antártica,1,1,SP,RJ,-,noite
330,FINAL,2001-01-18,16h00,Quinta-feira,Vasco,São caetano,Vasco,Maracanã,3,1,RJ,SP,RJ,tarde
331,1,2001-08-01,20h30,Quarta-feira,Botafogo-rj,América-mg,-,Maracanã,1,1,RJ,MG,-,noite
332,1,2001-08-01,21h00,Quarta-feira,Atlético-mg,Coritiba,-,Mineirão,1,1,MG,PR,-,noite
333,1,2001-08-01,20h30,Quarta-feira,Sport,Fluminense,-,Ilha do Retiro,1,1,PE,RJ,-,noite
334,1,2001-08-01,21h45,Quarta-feira,Flamengo,Ponte preta,-,Mário Helênio,0,0,RJ,SP,-,noite
335,1,2001-08-01,20h30,Quarta-feira,Botafogo-sp,São paulo,-,Santa Cruz,2,2,SP,SP,-,noite
336,1,2001-08-01,20h30,Quarta-feira,Gama,Vasco,-,Mané Garrincha,0,0,DF,RJ,-,noite
337,1,2001-08-01,20h30,Quarta-feira,Bahia,São caetano,Bahia,Fonte Nova,5,0,BA,SP,BA,noite
338,1,2001-08-01,21h45,Quarta-feira,Corinthians,Vitória,Corinthians,Prudentão,2,0,SP,ES,SP,noite
339,1,2001-08-01,14h30,Quarta-feira,Portuguesa,Goiás,Goiás,Canindé,0,1,SP,GO,GO,tarde
340,1,2001-08-01,20h30,Quarta-feira,Internacional,Juventude,Juventude,Beira Rio,0,2,RS,RS,RS,noite
341,1,2001-08-01,20h30,Quarta-feira,Guarani,Palmeiras,Palmeiras,Brinco de Ouro,1,3,SP,SP,SP,noite
342,1,2001-08-01,20h30,Quarta-feira,Paraná,Cruzeiro,Paraná,Durival de Brito,1,0,PR,MG,PR,noite
343,1,2001-08-02,20h30,Quinta-feira,Santos,Santa cruz,-,Vila Belmiro,1,1,SP,PE,-,noite
344,1,2001-08-02,20h30,Quinta-feira,Athlético-pr,Grêmio,Athlético-pr,Arena da Baixada,2,0,PR,RS,PR,noite
345,2,2001-08-04,14h30,Sábado,América-mg,Portuguesa,-,Independência,0,0,MG,SP,-,tarde
346,2,2001-08-04,15h00,Sábado,Juventude,Atlético-mg,Atlético-mg,Alfredo Jaconi,1,4,RS,MG,MG,tarde
347,2,2001-08-04,16h00,Sábado,Fluminense,Botafogo-sp,Fluminense,Maracanã,2,0,RJ,SP,RJ,tarde
348,2,2001-08-04,14h30,Sábado,Palmeiras,Bahia,Palmeiras,Parque Antártica,2,1,SP,BA,SP,tarde
349,2,2001-08-05,16h00,Domingo,Ponte preta,Corinthians,-,Moisés Lucarelli,2,2,SP,SP,-,tarde
350,2,2001-08-05,14h30,Domingo,São paulo,Gama,-,Morumbi,0,0,SP,DF,-,tarde
351,2,2001-08-05,16h00,Domingo,Vitória,Santos,-,Barradão,1,1,ES,SP,-,tarde
352,2,2001-08-05,14h30,Domingo,Cruzeiro,Athlético-pr,Athlético-pr,Independência,1,2,MG,PR,PR,tarde
353,2,2001-08-05,16h00,Domingo,Santa cruz,Botafogo-rj,Botafogo-rj,Arruda,0,4,PE,RJ,RJ,tarde
354,2,2001-08-05,16h00,Domingo,Coritiba,Internacional,Coritiba,Couto Pereira,3,2,PR,RS,PR,tarde
355,2,2001-08-05,16h00,Domingo,Goiás,Flamengo,Goiás,Serra Dourada,2,0,GO,RJ,GO,tarde
356,2,2001-08-05,15h00,Domingo,Grêmio,Paraná,Grêmio,Olímpico Monumental,2,1,RS,PR,RS,tarde
357,2,2001-08-05,16h00,Domingo,São caetano,Sport,São caetano,Anacleto Campanella,2,0,SP,PE,SP,tarde
358,2,2001-08-05,14h30,Domingo,Vasco,Guarani,Vasco,São Januário,7,1,RJ,SP,RJ,tarde
359,3,2001-08-08,20h30,Quarta-feira,São caetano,Athlético-pr,-,Anacleto Campanella,0,0,SP,PR,-,noite
360,3,2001-08-08,20h30,Quarta-feira,Grêmio,Goiás,-,Olímpico Monumental,0,0,RS,GO,-,noite
361,3,2001-08-08,21h45,Quarta-feira,Juventude,Palmeiras,-,Alfredo Jaconi,0,0,RS,SP,-,noite
362,3,2001-08-08,20h30,Quarta-feira,Cruzeiro,Ponte preta,-,Mineirão,0,0,MG,SP,-,noite
363,3,2001-08-08,20h30,Quarta-feira,Gama,Santos,-,Mané Garrincha,1,1,DF,SP,-,noite
364,3,2001-08-08,20h30,Quarta-feira,Corinthians,Botafogo-sp,Corinthians,Pacaembu,3,2,SP,SP,SP,noite
365,3,2001-08-08,21h45,Quarta-feira,Coritiba,Vasco,Coritiba,Couto Pereira,1,0,PR,RJ,PR,noite
366,3,2001-08-08,20h30,Quarta-feira,Santa cruz,Internacional,Internacional,Arruda,1,2,PE,RS,RS,noite
367,3,2001-08-08,14h30,Quarta-feira,Flamengo,Paraná,Paraná,Maracanã,0,1,RJ,PR,PR,tarde
368,3,2001-08-08,20h30,Quarta-feira,Vitória,São paulo,Vitória,Barradão,2,1,ES,SP,ES,noite
369,3,2001-08-09,15h00,Quinta-feira,Guarani,Fluminense,-,Brinco de Ouro,1,1,SP,RJ,-,tarde
370,3,2001-08-09,20h30,Quinta-feira,América-mg,Atlético-mg,Atlético-mg,Independência,0,1,MG,MG,MG,noite
371,3,2001-08-09,20h30,Quinta-feira,Botafogo-rj,Bahia,Botafogo-rj,Maracanã,3,2,RJ,BA,RJ,noite
372,3,2001-08-09,20h30,Quinta-feira,Portuguesa,Sport,Portuguesa,Canindé,2,1,SP,PE,SP,noite
373,4,2001-08-11,14h30,Sábado,Vasco,Juventude,-,São Januário,1,1,RJ,RS,-,tarde
374,4,2001-08-11,17h00,Sábado,Athlético-pr,Flamengo,Athlético-pr,Arena da Baixada,4,0,PR,RJ,PR,tarde
375,4,2001-08-11,16h00,Sábado,Botafogo-sp,Cruzeiro,Cruzeiro,Santa Cruz,1,4,SP,MG,MG,tarde
376,4,2001-08-11,14h30,Sábado,São paulo,Santa cruz,São paulo,Morumbi,3,1,SP,PE,SP,tarde
377,4,2001-08-12,17h00,Domingo,Goiás,São caetano,-,Serra Dourada,0,0,GO,SP,-,tarde
378,4,2001-08-12,16h00,Domingo,Fluminense,Vitória,-,Maracanã,1,1,RJ,ES,-,tarde
379,4,2001-08-12,17h00,Domingo,Atlético-mg,Guarani,Atlético-mg,Independência,3,0,MG,SP,MG,tarde
380,4,2001-08-12,17h00,Domingo,Bahia,Portuguesa,Bahia,Fonte Nova,2,1,BA,SP,BA,tarde
381,4,2001-08-12,16h00,Domingo,Internacional,Gama,Internacional,Beira Rio,2,0,RS,DF,RS,tarde
382,4,2001-08-12,14h30,Domingo,Palmeiras,América-mg,Palmeiras,Parque Antártica,3,1,SP,MG,SP,tarde
383,4,2001-08-12,16h00,Domingo,Paraná,Corinthians,Paraná,Couto Pereira,3,1,PR,SP,PR,tarde
384,4,2001-08-12,16h00,Domingo,Ponte preta,Botafogo-rj,Ponte preta,Moisés Lucarelli,3,1,SP,RJ,SP,tarde
385,4,2001-08-12,16h00,Domingo,Santos,Coritiba,Santos,Vila Belmiro,2,0,SP,PR,SP,tarde
386,4,2001-08-12,17h00,Domingo,Sport,Grêmio,Sport,Ilha do Retiro,2,1,PE,RS,PE,tarde
387,5,2001-08-15,16h00,Quarta-feira,São caetano,Fluminense,-,Anacleto Campanella,1,1,SP,RJ,-,tarde
388,5,2001-08-15,14h30,Quarta-feira,Corinthians,Juventude,-,Pacaembu,0,0,SP,RS,-,tarde
389,5,2001-08-15,15h00,Quarta-feira,Cruzeiro,América-mg,América-mg,Mineirão,0,3,MG,MG,MG,tarde
390,5,2001-08-15,16h00,Quarta-feira,Flamengo,Sport,Flamengo,Maracanã,2,1,RJ,PE,RJ,tarde
391,5,2001-08-15,16h00,Quarta-feira,Paraná,Ponte preta,Ponte preta,Durival de Brito,1,2,PR,SP,SP,tarde
392,5,2001-08-15,19h00,Quarta-feira,Santa cruz,Palmeiras,Santa cruz,Arruda,3,2,PE,SP,PE,noite
393,5,2001-08-15,18h00,Quarta-feira,Vitória,Vasco,Vitória,Barradão,1,0,ES,RJ,ES,tarde
394,5,2001-08-16,20h30,Quinta-feira,Athlético-pr,Atlético-mg,Athlético-pr,Arena da Baixada,1,0,PR,MG,PR,noite
395,5,2001-08-16,20h30,Quinta-feira,Gama,Grêmio,Gama,Mané Garrincha,2,1,DF,RS,DF,noite
396,5,2001-08-16,20h30,Quinta-feira,Botafogo-rj,Goiás,Goiás,Maracanã,0,1,RJ,GO,GO,noite
397,5,2001-08-16,20h30,Quinta-feira,Internacional,Bahia,Internacional,Beira Rio,2,0,RS,BA,RS,noite
398,5,2001-08-16,20h30,Quinta-feira,Portuguesa,Coritiba,Portuguesa,Canindé,1,0,SP,PR,SP,noite
399,5,2001-08-16,20h30,Quinta-feira,Botafogo-sp,Santos,Santos,Santa Cruz,0,1,SP,SP,SP,noite
400,5,2001-08-16,15h00,Quinta-feira,Guarani,São paulo,São paulo,Brinco de Ouro,1,2,SP,SP,SP,tarde
401,6,2001-08-18,15h00,Sábado,Vasco,Santa cruz,-,São Januário,1,1,RJ,PE,-,tarde
402,6,2001-08-18,14h30,Sábado,Palmeiras,Paraná,Palmeiras,Parque Antártica,3,1,SP,PR,SP,tarde
403,6,2001-08-18,16h00,Sábado,América-mg,São caetano,São caetano,Independência,0,1,MG,SP,SP,tarde
404,6,2001-08-19,16h00,Domingo,Santos,Botafogo-rj,-,Vila Belmiro,0,0,SP,RJ,-,tarde
405,6,2001-08-19,17h00,Domingo,Grêmio,Vitória,-,Olímpico Monumental,0,0,RS,ES,-,tarde
406,6,2001-08-19,14h30,Domingo,Atlético-mg,Botafogo-sp,Atlético-mg,Mineirão,2,0,MG,SP,MG,tarde
407,6,2001-08-19,16h00,Domingo,Coritiba,Cruzeiro,Coritiba,Couto Pereira,3,2,PR,MG,PR,tarde
408,6,2001-08-19,16h00,Domingo,Bahia,Flamengo,Flamengo,Fonte Nova,0,2,BA,RJ,RJ,tarde
409,6,2001-08-19,16h00,Domingo,Fluminense,Gama,Fluminense,Maracanã,4,3,RJ,DF,RJ,tarde
410,6,2001-08-19,17h00,Domingo,Goiás,Internacional,Internacional,Serra Dourada,0,1,GO,RS,RS,tarde
411,6,2001-08-19,15h00,Domingo,Juventude,Guarani,Juventude,Alfredo Jaconi,1,0,RS,SP,RS,tarde
412,6,2001-08-19,16h00,Domingo,Ponte preta,Portuguesa,Ponte preta,Moisés Lucarelli,2,1,SP,SP,SP,tarde
413,6,2001-08-19,15h00,Domingo,São paulo,Athlético-pr,São paulo,Morumbi,2,1,SP,PR,SP,tarde
414,6,2001-08-19,16h00,Domingo,Sport,Corinthians,Sport,Ilha do Retiro,2,1,PE,SP,PE,tarde
415,7,2001-08-25,16h00,Sábado,Fluminense,Santa cruz,Fluminense,Maracanã,3,2,RJ,PE,RJ,tarde
416,7,2001-08-25,14h30,Sábado,Palmeiras,Goiás,Palmeiras,Parque Antártica,3,2,SP,GO,SP,tarde
417,7,2001-08-25,15h30,Sábado,Paraná,Portuguesa,Portuguesa,Durival de Brito,0,1,PR,SP,SP,tarde
418,7,2001-08-26,16h00,Domingo,Gama,Botafogo-rj,-,Mané Garrincha,0,0,DF,RJ,-,tarde
419,7,2001-08-26,15h00,Domingo,Guarani,Internacional,-,Brinco de Ouro,2,2,SP,RS,-,tarde
420,7,2001-08-26,16h00,Domingo,Santos,Juventude,-,Vila Belmiro,2,2,SP,RS,-,tarde
421,7,2001-08-26,16h00,Domingo,Coritiba,São caetano,-,Couto Pereira,1,1,PR,SP,-,tarde
422,7,2001-08-26,17h00,Domingo,Atlético-mg,Vitória,Atlético-mg,Independência,3,0,MG,ES,MG,tarde
423,7,2001-08-26,16h00,Domingo,Bahia,Corinthians,Bahia,Fonte Nova,1,0,BA,SP,BA,tarde
424,7,2001-08-26,16h00,Domingo,Botafogo-sp,Flamengo,Botafogo-sp,Santa Cruz,1,0,SP,RJ,SP,tarde
425,7,2001-08-26,17h00,Domingo,Sport,Cruzeiro,Cruzeiro,Ilha do Retiro,0,1,PE,MG,MG,tarde
426,7,2001-08-26,16h00,Domingo,Grêmio,América-mg,Grêmio,Olímpico Monumental,3,1,RS,MG,RS,tarde
427,7,2001-08-26,14h30,Domingo,São paulo,Ponte preta,São paulo,Morumbi,4,0,SP,SP,SP,tarde
428,7,2001-08-26,14h30,Domingo,Vasco,Athlético-pr,Vasco,São Januário,4,0,RJ,PR,RJ,tarde
429,8,2001-08-29,20h30,Quarta-feira,Santa cruz,Atlético-mg,-,Arruda,1,1,PE,MG,-,noite
430,8,2001-08-29,14h30,Quarta-feira,Corinthians,Gama,-,Pacaembu,2,2,SP,DF,-,tarde
431,8,2001-08-29,20h30,Quarta-feira,Athlético-pr,Santos,-,Arena da Baixada,1,1,PR,SP,-,noite
432,8,2001-08-29,21h45,Quarta-feira,Juventude,São paulo,-,Alfredo Jaconi,3,3,RS,SP,-,noite
433,8,2001-08-29,20h30,Quarta-feira,América-mg,Vasco,-,Independência,1,1,MG,RJ,-,noite
434,8,2001-08-29,20h30,Quarta-feira,Botafogo-rj,Sport,Botafogo-rj,Maracanã,3,1,RJ,PE,RJ,noite
435,8,2001-08-29,21h45,Quarta-feira,Goiás,Fluminense,Goiás,Serra Dourada,2,0,GO,RJ,GO,noite
436,8,2001-08-29,20h30,Quarta-feira,Internacional,Botafogo-sp,Internacional,Beira Rio,2,0,RS,SP,RS,noite
437,8,2001-08-29,20h30,Quarta-feira,Vitória,Palmeiras,Palmeiras,Barradão,1,3,ES,SP,SP,noite
